employee_id,age,gender,marital_status,education,education_field,department,job_role,job_level,business_travel,distance_from_home_km,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,monthly_income_usd,stock_option_level,num_projects_last_year,training_times_last_year,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,relationship_satisfaction,performance_rating,overtime,attrition,join_date
11117,48,Female,Single,4,Marketing,Sales,Manager,2,Travel_Frequently,7,1,7,0,3,3,20000,0,5,2,1,3,2,3,1,4,No,No,2020-12-25
11118,26,Male,Married,2,Marketing,Finance,Accountant,2,Travel_Rarely,8,3,1,1,5,0,20000,1,6,2,4,2,3,4,1,4,No,Yes,2017-12-23
11119,26,Female,Married,2,Technical Degree,Research & Development,Research Scientist,2,Travel_Rarely,3,2,4,4,1,0,6133,2,2,3,3,4,1,4,4,4,No,No,2020-08-18
11120,35,Female,Married,4,Other,Sales,Sales Representative,3,Travel_Rarely,9,7,7,0,5,2,20000,1,4,1,2,1,2,4,3,4,Yes,Yes,2021-09-28
11121,40,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,1,1,1,0,4,0,10546,0,3,3,4,3,2,4,3,4,No,No,2019-08-26
11122,42,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,16,2,2,0,0,2,4676,1,7,2,3,2,2,3,1,3,Yes,No,2015-01-23
11123,23,Male,Single,4,Life Sciences,Operations,Specialist,2,Travel_Rarely,3,2,2,2,0,0,15716,0,4,1,4,3,4,2,3,4,Yes,No,2020-10-28
11124,39,Male,Single,2,Life Sciences,Finance,Finance Analyst,3,Travel_Rarely,3,0,7,4,3,2,14326,1,5,6,4,1,3,3,1,4,No,No,2018-01-19
11125,35,Male,Married,1,Medical,Finance,Accountant,2,Travel_Rarely,12,0,9,2,11,2,15923,2,3,4,3,2,3,3,2,4,No,No,2020-04-06
11126,31,Male,Single,3,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,6,0,8,1,0,2,7823,0,6,1,3,3,3,4,4,4,No,No,2017-02-05
11127,22,Male,Married,5,Marketing,Human Resources,Human Resources,2,Travel_Rarely,17,1,2,1,5,4,9118,0,5,3,1,2,4,3,4,4,No,Yes,2015-07-25
11128,36,Female,Single,3,Other,Human Resources,Human Resources,1,Travel_Rarely,1,1,3,3,2,1,20000,0,3,3,2,2,3,4,4,4,Yes,Yes,2019-04-11
11129,33,Female,Married,1,Medical,Sales,Sales Representative,2,Travel_Rarely,1,3,3,3,0,4,11238,1,5,1,3,3,3,1,2,4,No,Yes,2017-03-26
11130,28,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,10,4,3,0,0,1,4128,2,4,0,4,3,3,2,4,4,No,No,2017-05-04
11131,29,Male,Married,3,Other,Finance,Finance Analyst,1,Travel_Rarely,3,0,2,1,0,0,4194,0,7,4,4,3,1,3,4,4,Yes,No,2018-05-03
11132,33,Female,Married,4,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,11,1,14,3,1,1,8931,2,5,2,4,3,3,3,3,3,Yes,Yes,2016-11-15
11133,29,Male,Divorced,2,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,1,0,1,1,0,5,7577,0,5,5,2,1,3,3,3,4,Yes,Yes,2019-03-15
11134,36,Male,Married,3,Medical,Finance,Accountant,3,Travel_Rarely,3,3,13,2,0,5,10114,1,4,4,3,1,2,3,3,4,No,Yes,2015-11-23
11135,27,Male,Single,4,Marketing,Sales,Manager,1,Travel_Rarely,1,0,0,0,0,2,7351,1,6,0,2,3,2,3,3,4,Yes,No,2020-02-11
11136,34,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,1,Travel_Rarely,1,0,2,2,7,1,8835,0,6,2,4,2,2,2,4,4,No,No,2020-10-28
11137,45,Female,Married,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Rarely,15,6,2,0,0,0,13764,1,4,2,3,2,3,2,2,4,No,No,2017-03-06
11138,30,Female,Married,3,Other,Research & Development,Manufacturing Director,1,Travel_Rarely,1,1,0,0,1,0,16996,2,3,3,3,3,3,3,4,4,Yes,Yes,2018-07-13
11139,33,Male,Single,3,Human Resources,Human Resources,HR,5,Travel_Frequently,10,2,32,6,1,4,20000,0,6,1,3,4,1,2,3,4,No,No,2017-12-29
11140,26,Male,Married,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,1,0,0,0,1,1,6618,0,4,2,3,3,4,3,2,4,No,Yes,2016-09-29
11141,23,Male,Married,3,Medical,Marketing,Marketing Representative,5,Non-Travel,8,0,20,0,1,1,17874,0,7,5,1,2,3,3,2,4,No,No,2020-07-24
11142,37,Female,Married,3,Human Resources,Sales,Sales Representative,1,Travel_Frequently,29,0,4,0,0,1,8404,1,6,2,3,2,3,3,3,4,Yes,No,2020-12-16
11143,36,Male,Married,1,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,3,1,1,1,1,1,9215,0,6,5,2,2,4,1,1,4,No,Yes,2015-12-28
11144,38,Female,Divorced,3,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,10,0,19,3,0,2,7147,1,3,3,4,3,3,3,4,4,No,No,2016-08-30
11145,18,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,9,2,11,6,0,2,6948,1,5,3,2,2,4,2,3,4,No,No,2019-10-19
11146,43,Male,Single,5,Other,Human Resources,HR,2,Travel_Rarely,10,1,7,0,5,0,8057,0,5,2,2,4,3,4,3,3,No,Yes,2018-03-02
11147,36,Female,Married,3,Life Sciences,Sales,Manager,1,Travel_Rarely,4,6,3,0,1,8,3466,2,4,3,2,3,3,3,3,4,No,Yes,2016-02-29
11148,40,Male,Married,3,Other,Research & Development,Manufacturing Director,1,Travel_Rarely,5,0,1,0,6,0,5479,1,4,1,2,1,3,4,3,4,Yes,No,2015-05-03
11149,40,Female,Divorced,4,Life Sciences,Finance,Accountant,3,Travel_Rarely,1,0,8,0,0,2,11402,0,7,4,3,3,3,2,4,4,Yes,Yes,2021-03-05
11150,33,Male,Married,5,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,15,0,2,0,7,0,10480,0,3,0,2,3,1,4,4,4,No,Yes,2017-02-01
11151,34,Male,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Frequently,16,1,0,0,1,1,5767,1,2,6,2,3,4,3,3,4,No,No,2018-01-24
11152,36,Female,Single,3,Human Resources,Research & Development,Laboratory Technician,1,Travel_Rarely,22,1,0,0,2,0,3936,0,5,2,2,1,3,2,3,4,No,Yes,2019-09-27
11153,33,Male,Divorced,3,Technical Degree,Finance,Finance Analyst,1,Travel_Rarely,2,0,4,1,4,6,8620,1,6,5,3,4,3,3,3,4,No,Yes,2017-08-03
11154,51,Male,Married,3,Technical Degree,Operations,Manager,2,Travel_Frequently,4,2,9,5,1,4,12672,2,3,1,4,3,3,2,4,4,No,No,2018-01-25
11155,39,Female,Single,3,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,3,0,1,1,5,0,20000,3,4,3,2,3,4,2,3,4,No,No,2016-04-25
11156,18,Male,Married,3,Marketing,Sales,Sales Executive,1,Travel_Rarely,1,5,1,0,1,2,8058,1,6,3,2,2,2,3,3,4,No,Yes,2021-07-02
11157,51,Male,Married,4,Technical Degree,Finance,Finance Analyst,2,Travel_Rarely,1,0,1,0,1,3,6712,2,4,1,4,1,1,3,2,4,No,Yes,2021-03-31
11158,37,Male,Single,4,Marketing,Research & Development,Manufacturing Director,2,Travel_Rarely,21,1,1,1,0,0,13786,1,3,1,3,3,3,2,3,4,No,No,2018-01-06
11159,35,Female,Married,4,Technical Degree,Sales,Sales Executive,1,Travel_Rarely,1,9,0,0,0,0,15317,0,2,6,4,1,3,4,1,4,No,No,2019-08-13
11160,40,Male,Divorced,3,Marketing,Research & Development,Healthcare Representative,1,Travel_Rarely,17,0,1,1,0,0,20000,0,5,2,1,2,4,3,4,4,No,No,2019-10-14
11161,38,Male,Single,4,Technical Degree,Operations,Director,2,Travel_Rarely,3,3,7,0,1,11,7692,0,5,3,3,3,2,3,2,3,No,Yes,2016-05-15
11162,35,Female,Single,4,Medical,Operations,Manager,1,Travel_Rarely,1,3,1,0,0,0,13803,2,4,6,4,2,3,3,2,3,Yes,No,2020-10-07
11163,35,Female,Single,3,Technical Degree,Research & Development,Manufacturing Director,5,Travel_Rarely,20,0,19,0,1,0,5050,0,7,2,4,4,3,2,3,4,Yes,Yes,2015-01-08
11164,27,Female,Single,4,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,29,0,6,1,3,1,14268,3,4,3,2,4,2,3,2,4,No,No,2019-02-03
11165,46,Female,Divorced,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,5,1,3,2,2,2,5023,1,6,4,2,2,3,3,3,4,No,No,2017-06-19
11166,37,Female,Single,2,Other,Sales,Manager,2,Travel_Rarely,13,1,4,1,0,3,18035,1,5,1,4,3,4,2,3,4,No,No,2021-09-22
11167,33,Male,Married,4,Technical Degree,Finance,Finance Analyst,2,Travel_Rarely,4,1,5,1,0,0,20000,0,5,2,2,3,1,4,3,4,No,No,2017-02-25
11168,33,Male,Married,4,Other,Sales,Sales Executive,1,Travel_Frequently,1,8,1,1,0,0,11375,2,4,4,3,3,2,2,3,4,No,No,2016-08-20
11169,45,Male,Divorced,4,Other,Sales,Manager,2,Travel_Rarely,11,9,0,0,0,0,8457,1,6,4,4,4,3,4,2,4,No,No,2016-09-05
11170,45,Male,Married,2,Life Sciences,Marketing,Marketing Manager,2,Travel_Rarely,19,2,4,0,0,1,6341,2,5,1,4,4,2,3,2,4,Yes,No,2018-09-09
11171,39,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,1,0,3,0,1,2,7631,1,4,2,2,3,3,3,1,4,No,No,2018-11-18
11172,18,Male,Single,5,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,3,5,2,1,0,1,5160,2,2,2,4,3,4,3,4,4,Yes,No,2015-07-07
11173,40,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,2,6,1,0,0,1,7816,0,6,3,2,1,3,3,1,4,Yes,No,2017-12-05
11174,37,Male,Single,3,Medical,Operations,Director,3,Travel_Rarely,23,0,5,0,2,1,4602,1,5,5,3,4,3,2,4,4,No,No,2016-07-18
11175,19,Male,Single,3,Technical Degree,Research & Development,Research Scientist,5,Travel_Rarely,11,3,17,1,4,15,20000,0,4,1,1,1,4,4,4,4,No,No,2021-05-24
11176,42,Male,Married,3,Marketing,Sales,Manager,1,Travel_Rarely,10,1,0,0,2,1,18988,2,4,3,2,3,2,3,1,4,Yes,No,2016-04-05
11177,31,Male,Single,3,Medical,Research & Development,Healthcare Representative,1,Travel_Rarely,6,0,2,2,2,2,10384,0,4,4,2,2,2,3,4,3,Yes,No,2017-02-10
11178,30,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,14,0,4,0,1,0,20000,1,7,4,4,4,4,4,2,3,No,Yes,2021-01-05
11179,42,Female,Divorced,3,Life Sciences,Finance,Accountant,1,Travel_Rarely,1,1,4,0,3,0,13480,1,5,2,4,2,1,4,2,3,Yes,No,2018-11-29
11180,45,Female,Single,4,Medical,Sales,Sales Executive,2,Travel_Rarely,20,1,2,1,0,0,6439,0,7,5,1,1,2,2,3,4,No,Yes,2021-01-19
11181,46,Male,Single,3,Marketing,Sales,Sales Executive,3,Travel_Rarely,21,2,6,6,2,12,4899,1,5,3,1,3,2,1,2,3,No,No,2019-03-02
11182,45,Female,Divorced,4,Marketing,Marketing,Marketing Manager,3,Travel_Rarely,3,0,14,1,1,14,5379,1,7,3,3,3,3,1,1,3,No,No,2015-11-11
11183,30,Male,Divorced,4,Medical,Sales,Sales Representative,1,Travel_Rarely,4,0,2,0,0,3,3241,0,5,3,2,3,2,2,3,3,No,No,2020-07-06
11184,39,Male,Married,4,Medical,Finance,Accountant,3,Non-Travel,9,2,5,2,1,4,13231,1,5,4,2,3,2,3,2,4,No,Yes,2015-05-12
11185,29,Male,Single,4,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,1,0,1,0,1,1,19749,0,4,2,4,2,3,3,4,4,No,No,2021-05-17
11186,36,Female,Married,4,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,1,1,5,5,0,0,15365,3,5,5,1,3,3,4,4,4,Yes,Yes,2017-04-01
11187,34,Female,Married,5,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,2,0,2,1,3,0,5610,1,6,2,1,3,3,2,4,4,No,No,2021-02-01
11188,44,Female,Single,4,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,1,4,1,1,1,0,16514,3,6,6,2,3,4,3,4,4,No,No,2018-09-20
11189,53,Male,Divorced,5,Marketing,Sales,Sales Executive,5,Travel_Rarely,4,2,19,5,3,1,8577,1,6,1,1,1,1,3,3,4,No,Yes,2018-09-15
11190,22,Male,Single,1,Other,Sales,Sales Executive,2,Travel_Frequently,5,8,1,1,1,1,16709,1,7,4,4,4,2,2,3,4,No,No,2016-04-03
11191,37,Female,Married,4,Marketing,Operations,Manager,1,Travel_Rarely,7,5,4,4,0,0,6346,3,4,1,3,3,2,4,3,4,Yes,No,2016-01-02
11192,45,Male,Divorced,2,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,9,4,2,1,2,3,7708,1,6,6,1,2,4,2,4,4,No,No,2018-07-16
11193,30,Male,Divorced,5,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,9,2,7,1,3,2,3490,1,3,3,2,2,3,2,4,4,Yes,No,2017-10-17
11194,44,Female,Married,3,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,3,0,2,2,0,9,20000,0,4,4,2,4,2,2,3,4,Yes,No,2021-05-01
11195,26,Male,Divorced,3,Other,Research & Development,Research Scientist,2,Travel_Frequently,5,9,1,1,1,0,12490,1,7,6,2,4,1,3,2,3,No,Yes,2018-09-16
11196,37,Male,Single,3,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,17,1,1,1,1,1,3499,0,7,3,4,3,2,3,3,4,Yes,No,2019-09-07
11197,36,Male,Single,4,Technical Degree,Operations,Manager,2,Travel_Rarely,9,2,0,0,0,0,8535,1,5,2,2,3,3,4,4,4,No,Yes,2015-01-26
11198,35,Female,Single,3,Other,Finance,Accountant,1,Travel_Rarely,9,0,0,0,5,2,20000,3,2,3,4,3,3,4,3,3,Yes,No,2021-10-21
11199,31,Male,Single,2,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,3,0,1,1,1,4,9768,3,5,6,4,2,3,4,2,4,No,No,2021-05-29
11200,30,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,1,0,3,1,0,1,13492,0,4,2,4,3,3,4,4,4,Yes,No,2021-03-07
11201,39,Female,Married,3,Medical,Sales,Sales Executive,1,Non-Travel,4,8,1,0,0,0,5903,1,4,2,1,2,4,2,3,4,No,No,2019-03-02
11202,35,Male,Single,5,Human Resources,Research & Development,Laboratory Technician,1,Travel_Rarely,5,1,1,0,0,5,7846,2,4,5,4,4,2,2,1,4,No,Yes,2015-10-09
11203,30,Male,Divorced,3,Marketing,Finance,Auditor,3,Travel_Frequently,22,0,10,2,1,0,14598,1,3,2,3,3,2,2,3,4,No,No,2020-10-31
11204,44,Male,Divorced,3,Life Sciences,Sales,Manager,1,Travel_Rarely,19,2,4,1,0,0,4675,0,4,5,4,2,3,2,3,4,No,Yes,2015-06-22
11205,38,Male,Single,3,Medical,Marketing,Marketing Representative,1,Non-Travel,6,0,0,0,0,2,5936,0,3,2,1,2,1,2,4,4,No,No,2021-09-23
11206,32,Male,Married,4,Medical,Sales,Manager,1,Travel_Rarely,3,1,4,2,5,1,9585,0,4,4,3,2,3,4,4,4,Yes,Yes,2018-08-20
11207,41,Female,Divorced,3,Life Sciences,Sales,Manager,2,Travel_Frequently,1,0,5,1,1,2,8724,1,3,0,2,4,3,3,2,3,No,No,2019-10-28
11208,47,Male,Divorced,4,Technical Degree,Operations,Specialist,2,Travel_Rarely,2,2,7,4,0,8,7423,1,5,2,4,2,4,3,3,4,No,Yes,2015-04-12
11209,40,Male,Single,3,Marketing,Sales,Sales Executive,2,Travel_Rarely,5,1,0,0,2,0,7911,2,4,1,3,2,3,1,3,4,No,No,2016-09-28
11210,46,Male,Divorced,1,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,4,0,11,1,1,4,12032,0,5,5,3,2,2,4,4,4,No,No,2020-03-19
11211,32,Female,Married,2,Medical,Sales,Sales Executive,2,Travel_Rarely,8,5,5,1,0,0,15414,0,6,1,2,4,3,3,2,3,No,Yes,2015-04-22
11212,52,Male,Divorced,4,Marketing,Sales,Sales Executive,3,Travel_Rarely,2,0,9,2,0,1,7505,1,4,1,2,2,2,1,3,4,Yes,Yes,2017-12-16
11213,18,Female,Single,3,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,11,1,1,1,2,0,9510,2,7,4,3,2,4,3,4,3,Yes,No,2016-03-10
11214,42,Male,Married,3,Other,Research & Development,Healthcare Representative,4,Non-Travel,1,0,10,1,0,2,5421,0,5,1,4,3,3,4,2,4,No,No,2018-01-17
11215,41,Female,Married,3,Medical,Research & Development,Healthcare Representative,4,Travel_Frequently,6,2,11,0,2,0,7328,1,5,0,4,2,3,2,4,4,No,Yes,2015-10-16
11216,31,Female,Married,3,Medical,Operations,Manager,2,Travel_Rarely,20,0,8,3,0,2,9405,1,4,3,3,4,3,2,3,4,No,Yes,2016-02-25
11217,43,Female,Married,3,Medical,Human Resources,HR,4,Travel_Rarely,2,1,17,1,0,0,15775,0,7,4,2,4,4,3,2,4,No,No,2016-02-10
11218,43,Male,Married,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,16,0,0,0,0,2,16134,2,7,5,2,3,3,2,3,4,No,No,2019-03-15
11219,36,Male,Divorced,4,Technical Degree,Research & Development,Research Scientist,3,Non-Travel,22,3,11,3,0,1,18697,0,7,4,1,3,3,1,3,4,Yes,Yes,2015-05-07
11220,23,Female,Single,2,Medical,Human Resources,Human Resources,2,Travel_Rarely,3,1,1,0,1,0,12624,0,6,3,3,2,2,4,3,4,Yes,No,2018-09-30
11221,33,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,1,1,1,0,6,1,5248,1,2,2,1,3,3,3,4,4,No,Yes,2019-05-24
11222,39,Male,Single,3,Marketing,Finance,Auditor,3,Travel_Frequently,1,0,8,3,0,9,12519,2,5,6,2,3,3,2,4,4,No,No,2020-02-07
11223,31,Female,Single,3,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,3,0,1,0,1,2,10354,0,6,4,1,2,4,3,4,4,No,No,2018-03-08
11224,37,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,1,0,1,0,0,1,20000,1,2,1,3,2,3,3,3,4,No,No,2018-02-28
11225,36,Male,Married,3,Life Sciences,Finance,Finance Analyst,1,Travel_Frequently,1,0,4,0,0,0,5021,1,5,4,3,4,3,3,4,3,No,No,2020-05-29
11226,32,Female,Married,2,Technical Degree,Human Resources,HR,2,Travel_Frequently,2,6,0,0,1,2,16765,1,6,2,4,2,1,4,2,4,No,Yes,2017-01-02
11227,25,Female,Single,3,Marketing,Sales,Sales Executive,5,Non-Travel,29,0,23,0,0,0,6770,3,5,3,3,3,3,2,4,4,No,Yes,2020-05-15
11228,36,Male,Single,3,Life Sciences,Operations,Director,3,Travel_Rarely,14,1,6,1,1,0,10145,2,4,4,4,3,3,2,4,3,No,Yes,2019-02-01
11229,36,Male,Married,3,Technical Degree,Sales,Sales Representative,4,Travel_Rarely,1,2,14,4,3,0,10902,1,6,6,3,4,2,4,3,4,No,No,2019-05-05
11230,30,Male,Married,3,Technical Degree,Finance,Auditor,3,Non-Travel,3,9,5,1,5,1,9626,1,4,3,4,2,1,2,3,4,Yes,Yes,2021-09-20
11231,38,Female,Divorced,5,Life Sciences,Operations,Manager,1,Travel_Frequently,1,0,0,0,6,1,9223,2,6,3,1,2,3,1,3,4,No,No,2015-07-04
11232,38,Female,Married,3,Technical Degree,Finance,Accountant,2,Travel_Rarely,6,0,3,2,0,3,8157,1,5,4,2,2,2,3,3,4,No,Yes,2015-12-17
11233,43,Male,Divorced,3,Medical,Human Resources,Human Resources,5,Travel_Rarely,3,6,24,1,2,0,10770,0,4,1,2,4,3,3,4,4,Yes,No,2019-05-31
11234,23,Female,Married,3,Medical,Operations,Manager,2,Travel_Rarely,5,4,1,0,4,0,16632,0,5,6,3,3,3,3,2,4,No,Yes,2021-06-18
11235,52,Male,Single,3,Technical Degree,Research & Development,Research Scientist,1,Non-Travel,15,1,3,1,3,1,20000,1,5,3,4,3,3,2,1,4,No,No,2015-12-15
11236,26,Female,Single,2,Human Resources,Marketing,Marketing Representative,2,Non-Travel,22,0,1,0,0,0,6255,0,3,5,2,3,2,4,4,4,No,No,2017-03-24
11237,23,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,3,Non-Travel,7,9,6,1,0,2,4719,0,4,1,4,4,3,4,3,3,Yes,Yes,2018-07-17
11238,27,Female,Married,4,Technical Degree,Finance,Finance Analyst,2,Travel_Rarely,2,1,2,1,0,3,7648,0,4,4,1,2,3,2,3,4,No,No,2020-06-22
11239,34,Female,Married,3,Technical Degree,Research & Development,Healthcare Representative,3,Travel_Rarely,1,1,6,0,5,2,10170,0,2,3,4,3,2,4,3,4,Yes,No,2016-02-17
11240,48,Female,Married,3,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,25,7,0,0,6,1,10062,1,5,4,4,2,3,3,3,4,No,Yes,2020-03-25
11241,38,Female,Married,3,Medical,Research & Development,Research Scientist,3,Travel_Rarely,3,7,14,2,1,2,8496,1,7,1,3,4,3,3,2,4,No,No,2017-09-02
11242,20,Female,Single,3,Life Sciences,Finance,Finance Analyst,1,Travel_Rarely,7,1,1,0,4,5,12681,3,3,2,3,3,1,3,4,4,No,No,2019-03-12
11243,31,Female,Married,4,Life Sciences,Sales,Sales Representative,1,Non-Travel,11,0,1,1,4,0,12147,1,4,1,1,3,3,2,4,4,No,No,2016-11-15
11244,32,Male,Divorced,4,Technical Degree,Human Resources,Human Resources,4,Non-Travel,1,0,10,0,0,3,5741,1,6,2,1,1,4,4,3,4,No,Yes,2016-06-27
11245,28,Male,Single,3,Medical,Finance,Auditor,2,Travel_Rarely,13,2,8,2,5,0,15608,1,5,1,2,2,2,4,2,4,No,Yes,2017-09-01
11246,46,Female,Single,1,Human Resources,Sales,Sales Executive,4,Travel_Rarely,3,4,10,3,1,3,6598,1,4,5,4,1,1,3,2,4,Yes,Yes,2016-07-08
11247,35,Male,Divorced,2,Other,Operations,Director,3,Travel_Rarely,1,9,5,0,0,1,19685,0,5,6,3,4,4,3,2,4,Yes,No,2018-06-20
11248,39,Male,Married,3,Marketing,Human Resources,HR,1,Travel_Rarely,9,2,2,1,1,0,4823,1,5,3,1,2,2,3,3,4,Yes,No,2015-03-18
11249,32,Female,Divorced,1,Medical,Marketing,Marketing Manager,2,Travel_Rarely,16,1,1,1,3,0,9684,1,4,3,2,1,3,3,4,4,No,No,2015-01-29
11250,32,Male,Married,2,Medical,Operations,Specialist,1,Travel_Rarely,6,1,4,2,0,3,2796,3,7,5,4,3,2,3,2,3,No,No,2017-07-07
11251,35,Male,Divorced,4,Medical,Sales,Manager,3,Travel_Rarely,3,8,12,1,1,0,13829,1,6,6,3,3,4,4,3,3,No,No,2016-11-25
11252,30,Female,Divorced,3,Technical Degree,Marketing,Marketing Representative,1,Travel_Rarely,4,2,3,0,0,2,9134,1,5,6,2,2,4,3,2,4,No,No,2015-02-10
11253,23,Male,Married,3,Medical,Marketing,Marketing Manager,1,Travel_Rarely,10,1,4,0,1,5,9116,1,6,4,3,4,3,4,3,4,Yes,No,2020-08-27
11254,37,Female,Single,4,Human Resources,Sales,Sales Representative,2,Travel_Rarely,15,0,0,0,2,1,3638,1,4,3,2,2,2,3,4,4,No,No,2021-05-11
11255,38,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,7,1,1,1,3,0,7503,0,4,3,3,4,3,2,1,4,No,No,2020-06-25
11256,46,Female,Married,1,Medical,Finance,Auditor,2,Travel_Frequently,7,4,6,0,0,1,8655,0,5,3,2,3,4,4,1,4,No,No,2020-05-20
11257,34,Male,Married,1,Human Resources,Marketing,Marketing Manager,2,Travel_Rarely,9,0,9,0,0,1,10336,3,5,4,3,4,1,4,3,3,No,No,2019-06-29
11258,37,Female,Married,3,Technical Degree,Research & Development,Healthcare Representative,2,Non-Travel,1,1,1,1,0,0,11868,1,5,2,2,2,3,4,3,4,Yes,No,2018-10-12
11259,29,Male,Married,4,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,7,4,7,5,4,4,12595,0,6,4,4,4,3,3,3,4,No,No,2020-03-01
11260,34,Female,Married,3,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,1,4,1,1,0,2,20000,1,4,5,4,1,4,4,2,4,No,Yes,2018-01-01
11261,39,Female,Single,3,Other,Sales,Manager,2,Non-Travel,9,0,4,1,6,0,6633,1,7,3,2,4,4,3,1,4,No,Yes,2017-03-30
11262,29,Male,Single,4,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,3,2,7,4,3,2,20000,0,4,5,3,1,4,3,3,4,No,Yes,2020-03-04
11263,36,Female,Married,3,Human Resources,Research & Development,Healthcare Representative,3,Travel_Rarely,1,1,14,1,4,0,5779,1,5,4,2,4,2,4,3,4,No,Yes,2020-05-22
11264,35,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,3,1,2,1,3,2,9542,2,7,2,2,3,2,3,3,4,No,No,2018-07-25
11265,40,Female,Single,3,Technical Degree,Sales,Manager,1,Travel_Frequently,20,1,0,0,3,3,5782,2,4,3,3,4,3,3,3,3,No,Yes,2021-05-28
11266,38,Female,Divorced,3,Other,Sales,Sales Executive,1,Travel_Rarely,7,0,1,0,1,4,10072,0,4,3,2,3,3,3,3,4,Yes,Yes,2020-12-06
11267,48,Female,Married,3,Technical Degree,Marketing,Marketing Representative,3,Travel_Rarely,2,0,7,5,1,4,18964,2,4,3,3,3,3,1,1,4,Yes,No,2017-03-28
11268,47,Female,Married,4,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,3,2,1,0,2,1,8269,0,3,1,4,1,3,4,4,3,No,No,2018-08-05
11269,26,Female,Married,3,Human Resources,Research & Development,Healthcare Representative,1,Travel_Rarely,3,2,2,0,1,0,13564,2,4,6,2,2,1,2,2,4,No,Yes,2021-07-02
11270,37,Male,Single,4,Life Sciences,Marketing,Marketing Manager,3,Travel_Rarely,8,0,5,0,0,1,6059,2,6,5,4,3,4,3,2,4,No,No,2019-03-11
11271,35,Female,Married,3,Medical,Operations,Specialist,3,Travel_Rarely,2,5,10,0,2,1,5391,2,6,3,4,3,3,3,2,4,Yes,Yes,2021-09-01
11272,19,Male,Married,3,Technical Degree,Human Resources,HR,1,Travel_Rarely,1,1,0,0,14,1,9232,0,6,2,2,4,3,3,3,4,No,Yes,2015-01-05
11273,41,Male,Married,2,Other,Research & Development,Manufacturing Director,3,Travel_Rarely,9,1,9,0,5,0,7627,0,6,4,3,3,3,4,4,4,No,No,2020-02-27
11274,46,Male,Married,2,Technical Degree,Finance,Auditor,1,Travel_Rarely,1,3,0,0,6,3,6626,1,4,2,1,3,3,3,2,4,Yes,No,2016-08-30
11275,28,Female,Divorced,2,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,3,2,2,0,4,8,14207,2,3,6,1,3,3,1,4,4,No,No,2016-03-08
